股票名称,股票代码,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
江阴银行,SZ002807,4.06,0.01,0.25%,2.27%,3979700.0,16181348.0,0.18%,6.133,4.423%,8818527888
日丰股份,SZ002953,12.86,0.11,0.86%,-9.88%,3978851.0,51449441.0,2.42%,42.98,0.59%,4121334595
高德红外,SZ002414,11.25,0.16,1.44%,2.27%,3966196.0,44481129.0,0.15%,51.431,2.222%,36925441431
台华新材,SH603055,10.74,0.55,5.4%,6.34%,3961425.0,41930161.0,0.45%,25.012,1.539%,9590024252
晶方科技,SH603005,19.44,0.22,1.14%,4.8%,3961172.0,76615642.0,0.61%,33.134,0.908%,12698448006
恒逸石化,SZ000703,7.24,-0.01,-0.14%,2.99%,3959400.0,28781166.0,0.11%,15.792,2.759%,26580535844
新兴铸管,SZ000778,3.66,0.0,0%,0.27%,3957700.0,14520997.0,0.1%,9.933,4.076%,14603615120
华兰生物,SZ002007,23.33,0.26,1.13%,3.09%,3956339.0,91774576.0,0.25%,37.262,0.859%,42562475718
启明信息,SZ002232,13.85,0.48,3.59%,10.18%,3956100.0,54345602.0,0.96%,89.198,0.362%,5654310617
金龙鱼,SZ300999,46.72,1.06,2.32%,7.25%,3952030.0,183087690.0,0.73%,90.282,0.166%,253296756562
天马科技,SH603668,23.04,0.22,0.96%,28.57%,3946800.0,92862647.0,0.97%,41.779,0.173%,10048549847
京北方,SZ002987,28.14,0.51,1.85%,5.83%,3944700.0,110607352.0,3.03%,37.998,0.279%,8861237233
宝塔实业,SZ000595,6.67,0.06,0.91%,-0.74%,3944300.0,26318055.0,0.35%,-45.947,0,7594837961
吉林化纤,SZ000420,4.75,-0.02,-0.42%,7.22%,3940500.0,18777968.0,0.18%,-53.54,0,11679624629
ST新海,SZ002089,2.13,0.0,0%,0.47%,3926600.0,8401865.0,0.3%,30.87,0,2941792978
仕净科技,SZ301030,40.3,1.89,4.92%,-3.38%,3926242.0,161343208.0,3.76%,64.673,0,5374666694
华能水电,SH600025,6.67,0.01,0.15%,1.06%,3925511.0,26185068.0,0.02%,17.299,2.553%,120060000000
仁东控股,SZ002647,7.13,0.03,0.42%,5.94%,3917100.0,27820437.0,0.7%,-29.772,0,3992348315
尔康制药,SZ300267,3.44,0.04,1.18%,-3.1%,3914811.0,13385318.0,0.27%,-7.681,0,7074734704
*ST科林,SZ002499,2.05,0.0,0%,-33.01%,3904700.0,7962634.0,2.07%,-7.495,0,387450000
欧菲光,SZ002456,4.94,0.04,0.82%,4.88%,3902100.0,19193744.0,0.14%,-2.721,0,16126196576
金智科技,SZ002090,12.99,-0.01,-0.08%,6.91%,3890400.0,50841497.0,0.97%,43.808,0.192%,5251401519
汉缆股份,SZ002498,4.12,0.01,0.24%,-1.44%,3887000.0,15999467.0,0.12%,18.427,0.874%,13706399520
荃银高科,SZ300087,16.5,0.04,0.24%,2.48%,3885505.0,64332344.0,0.61%,53.722,0.406%,11164981361
亚盛集团,SH600108,3.06,0.0,0%,-2.55%,3875700.0,11893201.0,0.2%,90.136,0.131%,5957560270
华北制药,SH600812,6.36,0.05,0.79%,-0.63%,3874800.0,24594975.0,0.24%,281.063,0.942%,10912045153
卓胜微,SZ300782,131.33,6.48,5.19%,14.9%,3868258.0,501251604.0,0.92%,44.104,0.331%,70135795156
深圳燃气,SH601139,7.23,-0.03,-0.41%,10.55%,3866700.0,28072354.0,0.13%,20.52,2.216%,20799029343
中兴商业,SZ000715,6.46,0.02,0.31%,-27.58%,3866400.0,24947748.0,0.93%,27.271,0.774%,2685544352
法本信息,SZ300925,13.61,0.42,3.18%,5.1%,3865800.0,52179603.0,1.94%,35.501,0.3%,5100164949
欣龙控股,SZ000955,5.48,0.2,3.79%,9.82%,3856900.0,20879225.0,0.72%,-25.421,0,2945020650
云南白药,SZ000538,57.59,0.83,1.46%,5.94%,3847769.0,220847779.0,0.23%,38.932,1.99%,103481314197
中铝国际,SH601068,4.84,0.08,1.68%,2.76%,3844200.0,18549946.0,0.15%,-16.16,0,14321882668
东旭光电,SZ000413,1.81,0.01,0.56%,2.26%,3839801.0,6911532.0,0.08%,-4.095,0,10195277406
中色股份,SZ000758,4.95,0.01,0.2%,4.21%,3839200.0,18940243.0,0.19%,31.521,0,9748423199
紫光国微,SZ002049,119.45,1.34,1.13%,-9.38%,3838060.0,456203653.0,0.45%,40.016,0.194%,101477245331
长城电工,SH600192,5.96,0.08,1.36%,4.38%,3837703.0,22737520.0,0.87%,-36.267,0,2632818080
白银有色,SH601212,2.61,-0.01,-0.38%,0.38%,3837000.0,10046100.0,0.05%,-89.433,0.115%,19326461474
杭钢股份,SH600126,4.29,-0.01,-0.23%,3.87%,3836900.0,16429247.0,0.11%,27.924,5.828%,14488141166
大族激光,SZ002008,26.36,0.3,1.15%,2.77%,3834001.0,100775728.0,0.39%,18.396,1.519%,27722058571
春兴精工,SZ002547,4.88,0.0,0%,6.55%,3834000.0,18686441.0,0.35%,-7.218,0,5493638408
*ST荣华,SH600311,1.21,0.03,2.54%,12.04%,3829500.0,4563871.0,0.58%,-2.341,0,805376000
曲江文旅,SH600706,11.44,0.09,0.79%,-14.24%,3826500.0,43719076.0,1.51%,-42.227,0,2917883940
美凯龙,SH601828,5.15,0.47,10.04%,9.81%,3826153.0,19704688.0,0.11%,17.245,1.942%,22426873266
高新兴,SZ300098,3.2,0.05,1.59%,4.23%,3824500.0,12201134.0,0.25%,-99.945,0,5578281103
郑煤机,SH601717,12.02,0.08,0.67%,7.71%,3799932.0,45399982.0,0.25%,9.177,3.623%,21422596559
厦门国贸,SH600755,7.29,0.0,0%,2.1%,3796990.0,27754771.0,0.19%,5.606,6.859%,16045164299
奥佳华,SZ002614,8.65,0.1,1.17%,-7.29%,3785000.0,32676279.0,0.86%,25.642,3.503%,5393005241
报喜鸟,SZ002154,4.57,0.05,1.11%,10.92%,3779600.0,17300994.0,0.34%,13.845,10.262%,6683748479
利尔化学,SZ002258,18.22,0.11,0.61%,1.45%,3777539.0,69026425.0,0.47%,7.472,1.803%,14583966294
欧林生物,SH688319,17.49,0.96,5.81%,26.1%,3770918.0,65361570.0,1.32%,100.586,0,7088084850
中文在线,SZ300364,9.68,0.1,1.04%,-2.42%,3769614.0,36299592.0,0.58%,-85.571,0,7065815502
海伦钢琴,SZ300329,7.26,0.22,3.13%,5.37%,3769300.0,27372401.0,1.49%,-16.453,0,1835972543
建设机械,SH600984,5.99,0.1,1.7%,9.71%,3765720.0,22311986.0,0.32%,-70.814,0.64%,7529693111
国立科技,SZ300716,16.27,0.77,4.97%,18.33%,3763333.0,61213944.0,2.35%,-64.273,0,2605125600
安阳钢铁,SH600569,2.03,-0.01,-0.49%,-1.93%,3758900.0,7652270.0,0.13%,-3.149,5.419%,5831015414
新雷能,SZ300593,35.34,0.68,1.96%,-16.81%,3757855.0,131800995.0,1.23%,40.085,0.189%,14623564847
仙坛股份,SZ002746,9.35,0.15,1.63%,2.07%,3756956.0,35234974.0,0.53%,134.105,1.064%,8054642485
上汽集团,SH600104,14.48,-0.04,-0.28%,0.49%,3754900.0,54408751.0,0.03%,10.058,4.707%,169176520565
海油工程,SH600583,6.19,-0.01,-0.16%,2.15%,3731700.0,23244148.0,0.08%,41.679,1.286%,27368186212
京山轻机,SZ000821,18.58,-0.07,-0.38%,13.29%,3726030.0,69529821.0,0.65%,57.137,0,11573013375
孚日股份,SZ002083,4.87,-0.01,-0.2%,2.74%,3721040.0,18170986.0,0.46%,15.586,6.16%,4004005404
贵阳银行,SH601997,5.55,0.02,0.36%,1.09%,3718372.0,20589497.0,0.1%,3.336,5.396%,20291899322
莱美药业,SZ300006,3.93,0.09,2.34%,3.15%,3717100.0,14451875.0,0.46%,-25.684,0,4149731036
ST弘高,SZ002504,1.42,0.0,0%,-11.8%,3710500.0,5273768.0,0.89%,-4.608,0,1456636743
海航科技,SH600751,2.32,0.0,0%,-0.43%,3709500.0,8588969.0,0.14%,2.06,0,6726463657
泸州老窖,SZ000568,253.9,9.6,3.93%,13.21%,3699530.0,925411219.0,0.25%,37.774,1.282%,373758322743
三只松鼠,SZ300783,21.72,0.37,1.73%,1.16%,3691317.0,80377508.0,0.92%,139.744,1.016%,8709720000
金达威,SZ002626,22.34,0.21,0.95%,7.82%,3673800.0,82452623.0,0.6%,28.852,2.708%,13619843436
同仁堂,SH600085,46.88,0.86,1.87%,4.92%,3668102.0,172480621.0,0.27%,49.071,0.616%,64294525883
五芳斋,SH603237,50.41,3.2,6.78%,6.91%,3667731.0,181392282.0,14.56%,36.461,1.4%,5078454630
得利斯,SZ002330,6.77,-0.02,-0.29%,-10.92%,3661250.0,24813973.0,0.58%,81.269,0.148%,4317468676
精华制药,SZ002349,12.03,0.1,0.84%,-0.41%,3658146.0,44000535.0,0.45%,48.686,0.498%,9794596323
北大医药,SZ000788,7.55,0.11,1.48%,1.48%,3656600.0,27607401.0,0.61%,134.526,0.305%,4499705059
豫光金铅,SH600531,5.44,0.01,0.18%,4.41%,3653883.0,19954095.0,0.34%,15.816,2.077%,5930919929
安通控股,SH600179,3.28,0.01,0.31%,-0.3%,3637902.0,11928531.0,0.1%,5.174,0,13879408491
东山精密,SZ002384,24.82,-0.01,-0.04%,0.36%,3637552.0,89510226.0,0.26%,18.903,0.799%,42438907056
诺诚健华-U,SH688428,16.75,0.82,5.15%,18.71%,3637261.0,60227782.0,1.58%,-28.487,0,29552384321
天健集团,SZ000090,5.46,0.0,0%,0%,3636400.0,19797030.0,0.19%,5.231,6.044%,10202258070
天地源,SH600665,3.55,0.01,0.28%,-3.79%,3635900.0,12887737.0,0.42%,19.281,3.701%,3067634950
盛新锂能,SZ002240,39.53,0.33,0.84%,5.44%,3634454.0,143187244.0,0.49%,7.732,0.239%,36047243820
中国巨石,SH600176,14.53,-0.01,-0.07%,5.98%,3631033.0,52756058.0,0.09%,8.033,3.317%,58165576658
歌力思,SH603808,10.1,0.51,5.32%,10.99%,3624336.0,36124948.0,0.98%,26.503,2.488%,3727838068
中百集团,SZ000759,5.16,0.04,0.78%,-15.27%,3621421.0,18662712.0,0.55%,-30.621,0,3514070940
长城汽车,SH601633,29.42,0.01,0.03%,-0.68%,3605686.0,105918599.0,0.06%,25.695,0.256%,255359862129
银星能源,SZ000862,6.58,0.16,2.49%,3.3%,3599500.0,23505303.0,0.72%,59.238,0,4646263000
光启技术,SZ002625,17.26,0.26,1.53%,1.41%,3598304.0,62164399.0,0.2%,82.983,0.78%,37209732377
青农商行,SZ002958,2.89,0.01,0.35%,0%,3596324.0,10385171.0,0.07%,5.127,3.46%,16055714024
双塔食品,SZ002481,5.87,0.12,2.09%,-6.23%,3593114.0,20935567.0,0.33%,-44.789,0,7241798455
天虹股份,SZ002419,6.16,0.04,0.65%,-10.47%,3592800.0,22075199.0,0.31%,79.869,2.606%,7188413663
凯利泰,SZ300326,7.62,0.17,2.28%,5.83%,3586900.0,27110066.0,0.5%,34.279,0.657%,5463740657
上海石化,SH600688,3.11,0.02,0.65%,0%,3582756.0,11106704.0,0.05%,-17.001,3.215%,33662059985
中南文化,SZ002445,2.39,0.0,0%,-2.85%,3582670.0,8541389.0,0.15%,-62.179,0,5716087311
福耀玻璃,SH600660,36.59,0.61,1.7%,4.33%,3580102.0,130564751.0,0.18%,21.447,2.736%,95490515836
加加食品,SZ002650,4.47,0.0,0%,-3.25%,3570500.0,15872300.0,0.31%,-54.188,1.978%,5137920000
荣科科技,SZ300290,4.53,0.08,1.8%,0.67%,3569900.0,16045721.0,0.57%,-7.279,0,2908131363
公元股份,SZ002641,4.57,-0.01,-0.22%,3.86%,3569400.0,16352268.0,0.31%,20.042,1.569%,5644653168
秦川机床,SZ000837,10.14,0.0,0%,5.52%,3561200.0,36091595.0,0.51%,39.669,0,9119621027
万通发展,SH600246,6.42,0.07,1.1%,2.07%,3557920.0,22742997.0,0.17%,-39.221,0,13186739719
深赛格,SZ000058,7.03,0.05,0.72%,-11.01%,3557000.0,24997194.0,0.36%,713.02,0.142%,8643028717
上海医药,SH601607,18.78,0.25,1.35%,5.33%,3548600.0,66417196.0,0.18%,12.798,2.239%,69439917110
鲁商发展,SH600223,11.06,0.07,0.64%,4.44%,3545253.0,38845782.0,0.35%,896.249,0.991%,11243250652
双汇发展,SZ000895,26.14,0.33,1.28%,0.81%,3542037.0,92338034.0,0.1%,16.549,7.275%,90531597496
利亚德,SZ300296,5.86,0.06,1.03%,3.53%,3540600.0,20694909.0,0.17%,28.395,0.853%,14796966688
康泰生物,SZ300601,37.26,0.38,1.03%,18.17%,3536608.0,130632034.0,0.42%,97.022,1.432%,41749596566
科森科技,SH603626,6.82,0.1,1.49%,3.96%,3535650.0,24193617.0,0.64%,89.865,0,3801528289
淳中科技,SH603516,15.79,0.19,1.22%,20.53%,3535600.0,55810284.0,1.91%,54.567,1.263%,2924111604
中牧股份,SH600195,12.96,0.25,1.97%,11.53%,3529368.0,45428845.0,0.35%,29.431,1.168%,13234081450
炬华科技,SZ300360,16.8,0.29,1.76%,15.46%,3520040.0,58657492.0,0.81%,21.431,0.903%,8473703717
新莱应材,SZ300260,63.4,2.03,3.31%,-5.51%,3519679.0,222515782.0,2.3%,44.255,0.125%,14352532098
同兴达,SZ002845,15.65,0.25,1.62%,14.82%,3518280.0,54874022.0,1.57%,60.917,0.728%,5130545991
双鹭药业,SZ002038,8.7,0.22,2.59%,5.84%,3514300.0,30278380.0,0.41%,39.166,1.156%,8927671500
万控智造,SH603070,19.02,0.74,4.05%,8.07%,3513026.0,67876378.0,5.86%,38.511,0.78%,7627020000
易事特,SZ300376,7.2,0.05,0.7%,5.42%,3504303.0,25107205.0,0.15%,30.359,0.473%,16757377027
司太立,SH603520,21.61,0.85,4.09%,10.42%,3489941.0,74745180.0,1.02%,59.856,1.654%,7410381027
万业企业,SH600641,18.16,0.16,0.89%,2.43%,3476186.0,62876653.0,0.37%,137.243,0.696%,16900239347
华平股份,SZ300074,3.88,0.1,2.65%,3.47%,3474800.0,13374687.0,0.65%,-201.96,0,2065671301
ST国安,SZ000839,2.51,0.0,0%,-0.79%,3474750.0,8704763.0,0.09%,-6.761,0,9877962407
湘潭电化,SZ002125,14.5,0.04,0.28%,7.57%,3466726.0,50571637.0,0.58%,18.837,0.344%,9133779656
振华股份,SH603067,14.54,0.25,1.75%,13.33%,3462356.0,50169084.0,0.69%,19.442,1.259%,7401095054
可靠股份,SZ301009,13.42,0.47,3.63%,11.83%,3445242.0,45555798.0,3.54%,-235.763,0.531%,3664672800
华林证券,SZ002945,13.87,0.12,0.87%,5.24%,3440391.0,47445275.0,0.13%,85.198,0.39%,37449000000
美锦能源,SZ000723,9.22,0.02,0.22%,2.22%,3437000.0,31662476.0,0.09%,17.736,2.137%,39933110120
通裕重工,SZ300185,2.44,0.01,0.41%,1.67%,3435400.0,8384668.0,0.09%,48.937,1.23%,9508214736
双良节能,SH600481,12.54,0.04,0.32%,-3.09%,3433249.0,42987899.0,0.21%,24.351,0,23458092088
太龙药业,SH600222,6.18,0.05,0.82%,-2.98%,3431830.0,21182442.0,0.6%,-44.428,0.162%,3546617229
蓝帆医疗,SZ002382,8.08,0.14,1.76%,3.72%,3431000.0,27617960.0,0.34%,-3.321,1.236%,8137327988
中国宝安,SZ000009,11.99,0.07,0.59%,-0.83%,3430220.0,41034864.0,0.13%,43.037,0.292%,30898983301
洪都航空,SH600316,25.79,0.31,1.22%,2.38%,3428400.0,88873209.0,0.48%,184.973,0.259%,18494383264
丽珠集团,SZ000513,35.19,0.39,1.12%,8.34%,3427869.0,120549661.0,0.57%,17.993,3.68%,32922099056
埃斯顿,SZ002747,23.03,0.32,1.41%,6.23%,3427100.0,78818376.0,0.44%,129.604,0.131%,20024420959
国信证券,SZ002736,9.23,0.05,0.54%,3.94%,3423820.0,31504207.0,0.04%,12.51,5.429%,88626598856
奋达科技,SZ002681,3.83,-0.01,-0.26%,1.59%,3419100.0,13054209.0,0.27%,20.729,0,6988476985
好想你,SZ002582,7.75,-0.01,-0.13%,-18.51%,3416400.0,26483407.0,1%,-337.415,1.331%,3439506813
龙元建设,SH600491,5.55,-0.02,-0.36%,-11.76%,3412700.0,18944035.0,0.22%,8.249,0.757%,8490156650
大连重工,SZ002204,5.48,0.0,0%,5.59%,3409800.0,18709703.0,0.18%,40.981,0.546%,10583907775
三星医疗,SH601567,14.23,0.34,2.45%,5.56%,3405406.0,48496110.0,0.25%,27.671,2.248%,20102031855
贝瑞基因,SZ000710,12.37,0.55,4.65%,8.41%,3400900.0,41470814.0,1.11%,-27.031,0,4382928491
今天国际,SZ300532,16.89,0.68,4.19%,16.64%,3397257.0,57167627.0,1.61%,23.344,0.7%,5188879687
中建环能,SZ300425,4.26,0.0,0%,-0.47%,3393636.0,14458197.0,0.5%,21.772,1.297%,2878519428
赛伍技术,SH603212,33.45,0.52,1.58%,5.52%,3393200.0,113455034.0,1.16%,53.17,0.343%,14730110104
中船汉光,SZ300847,16.31,0.45,2.84%,3.23%,3386831.0,55421007.0,2.24%,40.129,0.459%,4827923100
均胜电子,SH600699,15.12,-0.02,-0.13%,7.62%,3386458.0,51158724.0,0.25%,-5.69,0,20685439515
重药控股,SZ000950,5.3,0.07,1.34%,4.33%,3382900.0,17826250.0,0.2%,8.372,1.229%,9239846886
安徽建工,SH600502,4.83,-0.01,-0.21%,0.63%,3382800.0,16353703.0,0.2%,7.166,5.186%,8290858921
智飞生物,SZ300122,104.7,0.09,0.09%,19.21%,3374450.0,355909118.0,0.36%,22.694,0.575%,167600000000
康龙化成,SZ300759,78.12,2.27,2.99%,14.88%,3372535.0,260327746.0,0.36%,58.753,0.387%,93046203177
浙江永强,SZ002489,3.49,0.0,0%,-4.64%,3366500.0,11756620.0,0.18%,-99.93,1%,7615077761
航天电器,SZ002025,62.15,2.86,4.82%,-6.19%,3365982.0,207049599.0,0.74%,52.582,0.323%,28110326098
丰原药业,SZ000153,10.15,0.05,0.5%,-25.15%,3365915.0,34121832.0,1.08%,22.341,0.922%,3374250097
永顺泰,SZ001338,19.87,0.26,1.33%,-5.92%,3359388.0,66395534.0,2.68%,80.816,0,9969391672
指南针,SZ300803,54.43,1.07,2.01%,19.05%,3358906.0,180288482.0,0.86%,67.92,0,22143262130
新集能源,SH601918,4.09,-0.02,-0.49%,-2.39%,3358620.0,13759488.0,0.13%,4.312,1.707%,10595315962
博敏电子,SH603936,13.99,0.11,0.79%,14.48%,3356737.0,46888485.0,0.66%,42.818,0,7149059237
搜于特,SZ002503,1.23,0.01,0.82%,-3.91%,3355100.0,4113669.0,0.13%,-1.383,0,3753795542
贝斯美,SZ300796,21.41,1.04,5.11%,5.99%,3353400.0,71026099.0,1.67%,33.754,0.202%,4299606528
华西能源,SZ002630,3.03,0.0,0%,3.06%,3350900.0,10153591.0,0.34%,-3.995,0,3566016000
航发动力,SH600893,41.96,0.24,0.58%,-0.76%,3339892.0,140027255.0,0.14%,81.464,0.322%,111848334226
华邦健康,SZ002004,5.19,0.02,0.39%,1.76%,3339700.0,17345801.0,0.18%,11.837,4.239%,10255981409
四方精创,SZ300468,10.43,0.17,1.66%,4.3%,3337915.0,34692352.0,0.63%,79.907,0.507%,5534671938
兴业矿业,SZ000426,6.34,0.06,0.96%,4.11%,3336500.0,21142912.0,0.23%,55.343,0,11647798668
皖能电力,SZ000543,4.37,-0.01,-0.23%,-2.46%,3334175.0,14617989.0,0.15%,-25.246,0,9906192756
重庆路桥,SH600106,4.86,0.09,1.89%,-2.02%,3327800.0,16104580.0,0.25%,38.977,1.196%,6459061801
齐鲁银行,SH601665,4.26,0.03,0.71%,2.16%,3325500.0,14135196.0,0.14%,5.647,4.34%,19514350003
青山纸业,SH600103,2.26,0.01,0.44%,0.44%,3323200.0,7515339.0,0.14%,24.539,0,5211148244
佳力图,SH603912,12.3,0.18,1.49%,-2.07%,3322723.0,40788141.0,1.09%,114.649,1.452%,3736067067
瑞贝卡,SH600439,2.62,0.01,0.38%,-2.6%,3318600.0,8643533.0,0.29%,55.146,0,2965801853
冠城大通,SH600067,3.13,0.01,0.32%,0.97%,3317618.0,10362927.0,0.24%,-4.486,0,4355923153
迈威生物-U,SH688062,18.14,1.18,6.96%,25.54%,3310731.0,59057625.0,3.5%,-7.154,0,7248744000
富春股份,SZ300299,5.2,0.1,1.96%,2.97%,3305145.0,17093907.0,0.51%,93.966,0,3587481027
信维通信,SZ300136,16.9,0.24,1.44%,2.36%,3300840.0,55575048.0,0.4%,26.001,0.295%,16351909982
国民技术,SZ300077,14.87,-0.02,-0.13%,6.59%,3299900.0,48872504.0,0.59%,67.809,0,8863361280
万孚生物,SZ300482,31.95,0.66,2.11%,0.25%,3299058.0,104811256.0,1%,11.385,0.94%,14202243643
神农科技,SZ300189,3.95,0.0,0%,-2.71%,3295300.0,13060553.0,0.34%,-65.839,0,4055040000
东方明珠,SH600637,6.68,-0.02,-0.3%,0.45%,3293513.0,22019960.0,0.1%,19.494,4.036%,22808861343
国新健康,SZ000503,10.17,0.2,2.01%,0.1%,3291497.0,33277227.0,0.37%,-54.765,0,9227286417
中国黄金,SH600916,13.25,0.01,0.08%,4.83%,3291340.0,43756123.0,0.4%,26.209,1.81%,22260000000
道明光学,SZ002632,7.2,0.02,0.28%,12.85%,3290600.0,23840504.0,0.56%,104.05,0.689%,4497113448
泰山石油,SZ000554,5.8,0.04,0.69%,4.88%,3287700.0,19044227.0,0.91%,237.137,0,2788601244
永鼎股份,SH600105,3.45,0.01,0.29%,1.17%,3285160.0,11322436.0,0.24%,79.163,0,4847764340
嘉应制药,SZ002198,6.81,0.01,0.15%,4.45%,3271600.0,22232982.0,0.64%,179.351,0,3456142065
拓日新能,SZ002218,5.11,0.01,0.2%,5.8%,3269400.0,16686946.0,0.24%,54.834,0.685%,7206404800
华夏幸福,SH600340,2.45,0.0,0%,-2.39%,3269330.0,7996182.0,0.08%,-0.353,0,9588614838
景峰医药,SZ000908,3.17,0.02,0.63%,-0.31%,3266300.0,10354403.0,0.42%,-13.319,0,2797682436
亚光科技,SZ300123,5.88,0.05,0.86%,-0.51%,3260519.0,19099763.0,0.33%,-4.287,0,5924869239
中电兴发,SZ002298,6.42,0.11,1.74%,3.72%,3259300.0,20753668.0,0.53%,24.028,0,4744110875
秦安股份,SH603758,9.93,0.32,3.33%,27.31%,3257700.0,31808405.0,0.74%,37.975,5.076%,4357254697
吉电股份,SZ000875,5.91,0.03,0.51%,-2.96%,3252498.0,19193074.0,0.13%,27.702,0,16462228227
优刻得-W,SH688158,14.0,0.28,2.04%,11.91%,3251924.0,45407622.0,0.91%,-12.866,0,6343331134
水羊股份,SZ300740,14.44,0.3,2.12%,-4.5%,3246806.0,46489478.0,0.91%,26.833,0,5616273629
澳柯玛,SH600336,5.79,0.1,1.76%,5.85%,3238737.0,18703269.0,0.41%,24.837,1.382%,4621379224
中芯国际,SH688981,41.67,0.37,0.9%,1.29%,3235065.0,134175089.0,0.17%,25.745,0,329720737882
久远银海,SZ002777,15.92,0.49,3.18%,6.13%,3231883.0,51045620.0,0.81%,29.201,0.967%,6507202746
东百集团,SH600693,4.29,0.05,1.18%,-12.27%,3223100.0,13777926.0,0.37%,24.449,0,3731640395
新和成,SZ002001,19.24,0.21,1.1%,2.61%,3222875.0,61732000.0,0.11%,14.983,3.043%,59469057529
三全食品,SZ002216,17.61,0.26,1.5%,-4.86%,3221629.0,56236017.0,0.51%,19.824,1.14%,15491222926
精艺股份,SZ002295,7.23,0.03,0.42%,9.55%,3217300.0,23375451.0,1.29%,46.206,0.028%,1811953680
仙琚制药,SZ002332,12.55,0.0,0%,11.06%,3197862.0,40227277.0,0.33%,18.099,1.191%,12404629020
四川路桥,SH600039,10.78,0.08,0.75%,-3.06%,3191476.0,34341253.0,0.07%,8.229,3.367%,67119910434
建投能源,SZ000600,5.25,-0.02,-0.38%,0%,3186650.0,16747137.0,0.29%,-7.968,0,9406038474
天智航-U,SH688277,13.14,0.55,4.37%,10.51%,3185214.0,41293976.0,1.08%,-53.658,0,5516787583
中航电子,SH600372,16.56,0.21,1.28%,3.69%,3183918.0,52534238.0,0.17%,34.615,0.763%,31758748708
文投控股,SH600715,2.22,-0.01,-0.45%,-8.26%,3183500.0,7044232.0,0.17%,-5.493,0,4117774770
美盈森,SZ002303,3.72,0.01,0.27%,5.08%,3181600.0,11849402.0,0.33%,43.781,0.538%,5711837345
银信科技,SZ300231,8.11,0.22,2.79%,11.25%,3176400.0,25543940.0,0.92%,20.094,2.602%,3397784350
国网信通,SH600131,16.73,0.75,4.69%,11.83%,3170775.0,52196247.0,0.29%,27.753,1.011%,20120653106
国机重装,SH601399,3.06,0.02,0.66%,1.32%,3164000.0,9654649.0,0.1%,53.474,0,22073481023
海汽集团,SH603069,28.32,0.13,0.46%,7.44%,3156700.0,88995963.0,1%,-77.562,0,8949120000
山东药玻,SH600529,28.56,0.66,2.37%,0.56%,3156596.0,90456142.0,0.53%,30.768,0.939%,18952819067
华友钴业,SH603799,63.17,0.11,0.17%,13.55%,3156582.0,199670923.0,0.2%,22.268,0.36%,100923072177
海新能科,SZ300072,4.45,-0.02,-0.45%,2.06%,3151700.0,14040328.0,0.14%,50.087,0.112%,10432758141
华润双鹤,SH600062,18.71,0.1,0.54%,4.58%,3151403.0,58882247.0,0.31%,19.035,4.106%,19517417140
南宁百货,SH600712,4.04,0.04,1%,-20.32%,3151002.0,12692105.0,0.58%,-401.839,0,2200407654
江龙船艇,SZ300589,12.33,0.0,0%,18.79%,3147349.0,39104152.0,1.42%,135.595,0.145%,4660423071
珠江啤酒,SZ002461,8.27,0.17,2.1%,3.25%,3146000.0,25806857.0,0.14%,31.177,1.458%,18282093245
欣贺股份,SZ003016,9.64,0.01,0.1%,5.01%,3143600.0,30354657.0,2.13%,24.338,6.254%,4161102028
太阳纸业,SZ002078,11.59,-0.01,-0.09%,0.61%,3143334.0,36671813.0,0.11%,13.186,1.652%,32392417189
兰花科创,SH600123,14.52,-0.05,-0.34%,8.85%,3143300.0,45682866.0,0.28%,4.479,5.165%,16587648000
登海种业,SZ002041,19.93,0.17,0.86%,0.55%,3139250.0,62800298.0,0.36%,76.767,0.18%,17529600000
金风科技,SZ002202,11.17,0.06,0.54%,1.55%,3136698.0,34966744.0,0.09%,16.816,2.238%,47194005617
凯美特气,SZ002549,15.81,0.13,0.83%,4.63%,3135100.0,49851000.0,0.5%,66.402,0.309%,10073087500
惠程科技,SZ002168,3.92,0.0,0%,-2%,3130200.0,12242846.0,0.39%,-17.653,0,3132744707
口子窖,SH603589,62.41,0.61,0.99%,8.22%,3118800.0,194232083.0,0.52%,21.086,2.4%,37446000000
浩物股份,SZ000757,4.37,0.02,0.46%,5.56%,3114300.0,13694429.0,0.61%,191.482,0,2797699696
光电股份,SH600184,11.88,0.31,2.68%,6.07%,3109950.0,36956310.0,0.61%,89.266,0.421%,6044078613
ST柏龙,SZ002776,3.05,0.15,5.17%,0%,3095400.0,9374410.0,0.58%,-1.036,0,1640866773
神奇制药,SH600613,8.52,0.1,1.19%,3.52%,3094511.0,26343185.0,0.65%,63.234,1.174%,4550290271
银河电子,SZ002519,4.85,0.0,0%,6.59%,3088990.0,14994009.0,0.3%,32.353,0,5474454164
赣锋锂业,SZ002460,73.34,-0.2,-0.27%,5.51%,3088010.0,226060729.0,0.26%,8.429,0.315%,147929433368
东方电子,SZ000682,8.52,0.15,1.79%,5.97%,3084833.0,26188924.0,0.23%,27.991,0.7%,11436401370
兴发集团,SH600141,29.65,0.03,0.1%,2.24%,3079400.0,91035250.0,0.28%,4.948,1.686%,32961035158
东软集团,SH600718,10.14,0.19,1.91%,1.91%,3078990.0,31100457.0,0.26%,10.255,0.601%,12405001764
